2015-06-27 00:17:12 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-1 | 1435335432 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:12 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-2 | 1435335432 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:12 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1435335432 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:12 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-8 | 1435335432 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:12 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-4 | 1435335432 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:12 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-5 | 1435335432 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:13 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-1 | 1435335433 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","UserID":"3","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:13 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-2 | 1435335433 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","UserID":"3","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:13 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-8-pre | 1435335433 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","UserID":"3","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:13 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-8 | 1435335433 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","UserID":"3","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:13 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-4 | 1435335433 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","UserID":"3","_module":"oauth","_action":"authorize"}
2015-06-27 00:17:13 | 112.90.146.242 | /index.php/oauth/authorize | oauth-authorize-5 | 1435335433 | {"response_type":"code","client_id":"80002001","redirect_uri":"http:\/\/dev.dbowner.com\/account\/ReCall","UserID":"3","_module":"oauth","_action":"authorize"}
